title,genres,rating,action,film-noir,imax,crime,fantasy,children,comedy,musical,horror,animation,adventure,mystery,romance,documentary,thriller,war,sci-fi,drama,western
Dogma (1999),Adventure|Comedy|Fantasy,C,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Commitments, The (1991)",Comedy|Drama|Musical,C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Stand and Deliver (1988),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Moonstruck (1987),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
42 Up (1998),Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,C,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Scrooged (1988),Comedy|Fantasy|Romance,D,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Grapes of Wrath, The (1940)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Natural, The (1984)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fatal Attraction (1987),Drama|Thriller,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,C,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Places in the Heart (1984),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,C,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Flawless (1999),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"End of the Affair, The (1999)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grand Illusion (La grande illusion) (1937),Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Great Santini, The (1979)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Green Mile, The (1999)",Crime|Drama,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Last Picture Show, The (1971)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magnolia (1999),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Man on the Moon (1999),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Hurricane, The (1999)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Titus (1999),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Girl, Interrupted (1999)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Cry in the Dark, A (1988)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sister Act (1992),Comedy|Crime,D,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alive (1993),Drama,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Death Becomes Her (1992),Comedy|Fantasy,E,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Far and Away (1992),Adventure|Drama|Romance,D,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Howards End (1992),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
White Men Can't Jump (1992),Comedy|Drama,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,A,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"Cutting Edge, The (1992)",Comedy|Drama|Romance,E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Scream 3 (2000),Comedy|Horror|Mystery|Thriller,E,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"Brandon Teena Story, The (1998)",Documentary,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Circus, The (1928)",Comedy,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
City Lights (1931),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Kid, The (1921)",Comedy|Drama,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Wonder Boys (2000),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Splendor in the Grass (1961),Drama|Romance,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Born Yesterday (1950),Comedy,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Taking of Pelham One Two Three, The (1974)",Action|Crime,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volunteers (1985),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JFK (1991),Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Erin Brockovich (2000),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
...And Justice for All (1979),Drama|Thriller,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Animal House (1978),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Do the Right Thing (1989),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Creature Comforts (1989),Animation|Comedy,A,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Double Indemnity (1944),Crime|Drama|Film-Noir,A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Good Earth, The (1937)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Guess Who's Coming to Dinner (1967),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lord of the Flies (1963),Adventure|Drama|Thriller,D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Modern Times (1936),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Hustler, The (1961)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Inherit the Wind (1960),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Place in the Sun, A (1951)",Drama|Romance,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
High Fidelity (2000),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Hook (1991),Adventure|Comedy|Fantasy,C,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Midnight Express (1978),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Misery (1990),Drama|Horror|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
My Life (1993),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Network (1976),Comedy|Drama,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Odd Couple, The (1968)",Comedy,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Return to Me (2000),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Me Myself I (2000),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Parenthood (1989),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Predator (1987),Action|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Prince of Tides, The (1991)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Keeping the Faith (2000),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Auntie Mame (1958),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Guys and Dolls (1955),Comedy|Musical|Romance,C,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Caddyshack (1980),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Virgin Suicides, The (1999)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Limelight (1952),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Big Kahuna, The (2000)",Comedy|Drama,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gladiator (2000),Action|Adventure|Drama,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Pee-wee's Big Adventure (1985),Adventure|Comedy,E,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Gold Rush, The (1925)",Adventure|Comedy|Romance,B,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Blazing Saddles (1974),Comedy|Western,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
White Christmas (1954),Comedy|Musical|Romance,B,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Eraserhead (1977),Drama|Horror,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Blood Simple (1984),Crime|Drama|Film-Noir,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Soapdish (1991),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hamlet (1990),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Coming Home (1978),Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Conversation, The (1974)",Drama|Mystery,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Serpico (1973),Crime|Drama,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
X-Men (2000),Action|Adventure|Sci-Fi,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Anatomy of a Murder (1959),Drama|Mystery,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Breaker Morant (1980),Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Official Story, The (La historia oficial) (1985)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Steel Magnolias (1989),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Spiral Staircase (1945),Horror|Mystery|Thriller,B,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"Eyes of Tammy Faye, The (2000)",Documentary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Supergirl (1984),Action|Adventure|Fantasy,F,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Almost Famous (2000),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dancer in the Dark (2000),Drama|Musical,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Best in Show (2000),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Invisible Man, The (1933)",Horror|Sci-Fi,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Meet the Parents (2000),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream (2000),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Two Family House (2000),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Billy Elliot (2000),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You Can Count on Me (2000),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,D,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Unbreakable (2000),Drama|Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Wall Street (1987),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Punchline (1988),Comedy|Drama,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Finding Forrester (2000),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"House of Mirth, The (2000)",Romance,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miss Congeniality (2000),Comedy|Crime,D,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
State and Main (2000),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Traffic (2000),Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Friendly Persuasion (1956),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Evil Dead, The (1981)",Fantasy|Horror|Thriller,C,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Glass Menagerie, The (1987)",Drama,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hope and Glory (1987),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
My Demon Lover (1987),Comedy|Horror,H,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Caveman's Valentine, The (2001)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Series 7: The Contenders (2001),Action|Drama,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Long Night's Journey Into Day (2000),Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avalon (1990),Drama,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bishop's Wife, The (1947)",Comedy|Drama|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Greatest Story Ever Told, The (1965)",Drama,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Elmer Gantry (1960),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alfie (1966),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Losin' It (1983),Comedy,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhunter (1986),Action|Crime|Drama|Horror|Thriller,C,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Reversal of Fortune (1990),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Revenge of the Nerds (1984),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
River's Edge (1986),Crime|Drama,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Necessary Roughness (1991),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enemy at the Gates (2001),Drama|War,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Memento (2000),Mystery|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Spy Kids (2001),Action|Adventure|Children|Comedy,E,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Bridget Jones's Diary (2001),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Luzhin Defence, The (2000)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Scarface (1983),Action|Crime|Drama,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Days of Wine and Roses (1962),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Norma Rae (1979),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Love Story (1970),Drama|Romance,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,C,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ice Castles (1978),Drama,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mississippi Burning (1988),Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Throw Momma from the Train (1987),Comedy|Crime,D,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evolution (2001),Comedy|Sci-Fi,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,C,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"Seven Year Itch, The (1955)",Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tootsie (1982),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Cannonball Run, The (1981)",Action|Comedy,E,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Faust (1926),Drama|Fantasy|Horror,B,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,C,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Legally Blonde (2001),Comedy|Romance,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Score, The (2001)",Action|Drama,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
More (1998),Animation|Drama|Sci-Fi|IMAX,A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Accused, The (1988)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Business (1988),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big Top Pee-Wee (1988),Adventure|Children|Comedy,G,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Coming to America (1988),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Crossing Delancey (1988),Comedy|Romance,A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Running on Empty (1988),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Short Circuit (1986),Comedy|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Twins (1988),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Jesus of Montreal (Jésus de Montréal) (1989),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Look Who's Talking (1989),Comedy|Romance,E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Major League (1989),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,E,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
America's Sweethearts (2001),Comedy|Romance,E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ghost World (2001),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Turner & Hooch (1989),Comedy|Crime,D,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UHF (1989),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Robe (1991),Adventure|Drama,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Marat/Sade (1966),Drama|Musical,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Session 9 (2001),Horror|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Little Man Tate (1991),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Little Foxes, The (1941)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vanishing, The (1993)",Mystery|Thriller,E,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Silkwood (1983),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SpaceCamp (1986),Adventure|Sci-Fi,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Zoolander (2001),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Serendipity (2001),Comedy|Romance,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Coal Miner's Daughter (1980),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fiddler on the Roof (1971),Drama|Musical,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,C,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"Man Who Wasn't There, The (2001)",Crime|Drama,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,C,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,C,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"Now, Voyager (1942)",Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ocean's Eleven (2001),Crime|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
And Then There Were None (1945),Crime|Mystery,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Royal Tenenbaums, The (2001)",Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,D,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,B,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Beautiful Mind, A (2001)",Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
